"competition_1_6_12_M5P_M-5_ES_block_crossover_ML.log","competition_1_6_12_M5P_M-5_ES_block_mutate_ML.log","competition_1_6_12_MLP_H-20_ES_block_crossover_ML.log","competition_1_6_12_MLP_H-20_ES_block_mutate_ML.log","competition_3_6_12_M5P_M-5_ES_block_crossover_ML.log","competition_3_6_12_M5P_M-5_ES_block_mutate_ML.log","competition_3_6_12_MLP_H-20_ES_block_crossover_ML.log","competition_3_6_12_MLP_H-20_ES_block_mutate_ML.log","ks1_6_12_M5P_M-5_ES_block_crossover_ML.log","ks1_6_12_M5P_M-5_ES_block_mutate_ML.log","ks1_6_12_MLP_H-20_ES_block_crossover_ML.log","ks1_6_12_MLP_H-20_ES_block_mutate_ML.log","ks2_6_12_M5P_M-5_ES_block_crossover_ML.log","ks2_6_12_M5P_M-5_ES_block_mutate_ML.log","ks2_6_12_MLP_H-20_ES_block_crossover_ML.log","ks2_6_12_MLP_H-20_ES_block_mutate_ML.log"
"9.39695378220565E-4","9.399102136154695E-4","9.395213908992109E-4","9.401058664711022E-4","0.0010370338613646065","0.00103676784402179","0.0010367841902720696","0.0010367287935732043","0.0013942763908694478","0.0013921797160338987","0.0013933811719737887","0.0013896286230790395","0.001809940972407515","0.0018113704781033504","0.0018137478246092196","0.0018087350086028995"
"9.40326275315732E-4","9.397144087080301E-4","9.399517083042604E-4","9.401298575121657E-4","0.001036247464670246","0.0010367067680245546","0.0010360218159280407","0.0010364188527743935","0.0013934148539123702","0.001395283154054406","0.0013926284721299934","0.0013937771545427693","0.0018101166993830938","0.0018063457370431036","0.0018105018860630076","0.0018106908803019752"
"9.393313925924099E-4","9.398565467137181E-4","9.396636330327348E-4","9.402875669316212E-4","0.0010373455865425112","0.0010362843085838815","0.0010362168177831506","0.0010370026384449059","0.0013953414331090263","0.0013957315086195066","0.0013931977806275093","0.0013918287348697392","0.0018054968102892304","0.001810806361322081","0.0018053583711892338","0.001806232034779392"
"9.394247150228032E-4","9.398918988396885E-4","9.393754854525972E-4","9.39888471414615E-4","0.0010367473809281204","0.0010369809485058358","0.0010364413351480538","0.0010368805400986932","0.0013898445705103385","0.0013880226811640117","0.0013936374009742248","0.001392407824514917","0.0018080120272905428","0.0018096983769378013","0.0018122128480299593","0.001807621963168192"
"9.39160312474789E-4","9.392710787615862E-4","9.395461056688E-4","9.394851421425298E-4","0.00103693464955953","0.0010368549910348575","0.00103820324202876","0.0010360078874851247","0.0013944865030816964","0.0013926144316702004","0.0013913251704475568","0.0013917136894854752","0.001813736606677926","0.001808016783897983","0.0018092924989208587","0.0018083726230685017"
"9.392761660167848E-4","9.391386455280413E-4","9.39829981436991E-4","9.401047013557014E-4","0.0010364867460573293","0.0010372926890206233","0.0010363652459248018","0.0010366065161840823","0.0013958789843386455","0.001392892930763737","0.001394010987794554","0.001391999386540363","0.0018093597044741981","0.0018092908552426864","0.0018133490597764886","0.001808529831752518"
"9.395672623546161E-4","9.386714144424289E-4","9.399284656145591E-4","9.397892913345907E-4","0.0010370023621864943","0.0010371099287985897","0.0010370874574805928","0.0010360960822082517","0.001390964880738812","0.0013951858260072012","0.0013902048258764008","0.0013935638582319547","0.001804664682861012","0.0018097692798807496","0.0018060694836207528","0.0018054870196855988"
"9.394969750480966E-4","9.40159424238491E-4","9.389482789512345E-4","9.400435723532193E-4","0.001036713818712058","0.0010362357508076243","0.0010367408774509975","0.0010365653018931118","0.0013941626487810432","0.0013896578259922944","0.001391549178566548","0.0013937356480316376","0.0018065964155338815","0.0018116688411626493","0.0018094539959032404","0.001809369129611976"
"9.396280335726734E-4","9.398014983801302E-4","9.39756373978608E-4","9.394079689866844E-4","0.0010361213538052998","0.0010366568194809056","0.0010362446291902415","0.001036155651993827","0.001395669180389364","0.0013946391861827225","0.001394267358740009","0.0013963185653551992","0.0018139564977731931","0.0018071847511690635","0.0018087838026139952","0.001803642626074521"
"9.401134632293455E-4","9.392241844887032E-4","9.395668693196271E-4","9.38466685361557E-4","0.0010364302474406334","0.0010366293593750526","0.0010359203121408076","0.0010373283056617079","0.0013935138917048253","0.0013917240604877212","0.0013959218019272135","0.0013945779425013245","0.0018123624774941077","0.0018112883571289428","0.0018015751711118796","0.0018150759265900852"
