,comp1_5_20_ES_block_crossover,comp1_5_20_ES_block_mutate,comp1_5_10_ES_block_crossover,comp1_5_10_ES_block_mutate,comp1_1_1_ES_block_crossover,comp1_1_1_ES_block_mutate,comp3_5_20_ES_block_crossover,comp3_5_20_ES_block_mutate,comp3_5_10_ES_block_crossover,comp3_5_10_ES_block_mutate,comp3_1_1_ES_block_crossover,comp3_1_1_ES_block_mutate,ks1_5_20_ES_block_crossover,ks1_5_20_ES_block_mutate,ks1_5_10_ES_block_crossover,ks1_5_210_ES_block_mutate,ks1_1_1_ES_block_crossover,ks1_1_1_ES_block_mutate,ks2_5_20_ES_block_crossover,ks2_5_20_ES_block_mutate,ks2_5_10_ES_block_crossover,ks2_5_10_ES_block_mutate,ks2_1_1_ES_block_crossover,ks2_1_1_ES_block_mutate
11,9.448690169856123E-4,9.44684954816678E-4,9.350180828738186E-4,9.35823552192974E-4,9.420746531315154E-4,9.431243455267952E-4,0.0010424816371438078,0.0010425679689688916,0.00103096575608219,0.0010302728261509207,0.0010412153004898264,0.0010413087006109702,0.0014040167031930675,0.001402032067299271,0.0013995376332284698,0.0013994384800973543,0.0013995376332284698,0.0013994384800973543,0.001827317899873701,0.0018255608194958704,0.0017950081227964185,0.001807163811035934,0.0018171953985838876,0.001814332115197356
12,9.452089698954911E-4,9.444634948636789E-4,9.356534032807337E-4,9.359285874889463E-4,9.427345583687679E-4,9.435102698638921E-4,0.0010412245082472074,0.0010424176110827316,0.0010318546822025462,0.0010298333139122607,0.001041668022069427,0.0010415208088503558,0.001403165549992755,0.0014024230876510725,0.0013991337345821582,0.001396571876327182,0.0013991337345821582,0.001396571876327182,0.001826216432400229,0.001826068447269404,0.0017998917985440322,0.0018009714944656912,0.0018190946691498937,0.0018154761755634235
13,9.441437794884404E-4,9.445244147839581E-4,9.365263429834923E-4,9.345614776249755E-4,9.42302831994217E-4,9.424188305013918E-4,0.0010417722816612003,0.0010428825900116023,0.0010301166705015564,0.001031596881832728,0.0010414614408416185,0.0010411918369286578,0.001404309803883322,0.0014036011352672733,0.0013980938480639645,0.0013974367372697322,0.0013980938480639645,0.0013974367372697322,0.00182375262395179,0.0018266314801010796,0.0018073587242568674,0.0018053835106411182,0.0018193636582275643,0.0018228645515771355
14,9.439023666901302E-4,9.444102562816689E-4,9.367748671020963E-4,9.352628032095857E-4,9.418186674578958E-4,9.42317973263655E-4,0.0010420749052392644,0.0010416272636221552,0.001030788963817724,0.0010297497263203888,0.0010409479543896755,0.0010417917717898768,0.0014023315309218138,0.001402058941174612,0.0013996358060634597,0.001400303001151494,0.0013996358060634597,0.001400303001151494,0.0018256036488428938,0.0018246569391556964,0.001802918057016785,0.0018003401104479933,0.001820595816701011,0.0018124056960548117
15,9.444215751335254E-4,9.4367514004849E-04,9.354733811941351E-4,9.363826900622677E-4,9.421458824366856E-4,9.419292878633488E-4,0.0010419417508128613,0.0010417096118270817,0.001030903082540504,0.001030285174299467,0.0010400595611994965,0.001041562097832992,0.0014032491386804292,0.0014036166861467851,0.0013986458301404,0.0013967676653982596,0.0013986458301404,0.0013967676653982596,0.0018237074632078344,0.001824924788610458,0.0018015693505680102,0.0018038660725925339,0.0018190032986706043,0.0018210255000097458
16,9.440103127220875E-4,9.446698328130812E-4,9.337237091481118E-4,9.353765691395672E-4,9.428583251220641E-4,9.426380703879898E-4,0.0010416647380490224,0.001041232148736109,0.0010305861466262936,0.0010299074199625303,0.0010421238679295848,0.001043337227093294,0.0014039144127975661,0.0014047348983299286,0.0014002138427272786,0.0014010221548542902,0.0014002138427272786,0.0014010221548542902,0.0018242862293219898,0.0018265093268106049,0.0017996970358782646,0.0017996332699389632,0.00181864142475022,0.0018203679063847425
17,9.435244660077033E-4,9.443365847833555E-4,9.360608481540159E-4,9.365167761943775E-4,9.423404460558126E-4,9.426059216101709E-4,0.0010423653021170848,0.0010418242724784697,0.0010301874855803469,0.0010307970811141301,0.0010416500282871867,0.0010412348860963571,0.0014012771286202323,0.0014037757680107413,0.0013986245177024887,0.0013988148469244008,0.0013986245177024887,0.0013988148469244008,0.0018273697563314087,0.0018257072590274026,0.0018050301127307054,0.00179670210992374,0.0018184207562940125,0.0018132417194554372
18,9.443033961325059E-4,9.434694324868175E-4,9.355017564860000E-4,9.362180585672447E-4,9.419680757925156E-4,9.415658137929782E-4,0.0010420513757762387,0.0010420739831474043,0.0010303960175676308,0.0010306678305471062,0.0010409554333187215,0.0010415882548413565,0.0014028921889778015,0.0014030281604616788,0.0013957714174784928,0.0014004210087656243,0.0013957714174784928,0.0014004210087656243,0.0018218518614078706,0.0018267949975082094,0.0018003683308085976,0.001804448373575109,0.0018190258373337932,0.0018202465061238123
19,9.45081675148811E-4,9.442972396209742E-4,9.364091374593084E-4,9.359553383323763E-4,9.424865072584572E-4,9.420600238251685E-4,0.0010407655475642148,0.0010415724104764095,0.001030183914781201,0.001030707732111022,0.0010412074655160746,0.001042033787736957,0.0014034670050541793,0.0014033637437609343,0.001400847453323101,0.0014004790598208382,0.001400847453323101,0.0014004790598208382,0.001825149060336356,0.0018255816064377118,0.0018060785813418805,0.0018053089634650294,0.0018153745796352712,0.001813320366843239
20,9.440224908611199E-4,9.441329676349155E-4,9.365977558654871E-4,9.369681933117000E-4,9.420322741544148E-4,9.435397004734774E-4,0.0010416747999973902,0.0010422142239592948,0.001030778346343302,0.0010309080740522041,0.0010404257653570718,0.001040876783022733,0.0014045970425824834,0.0014041750674779038,0.001400925215012885,0.0013974430507630886,0.001400925215012885,0.0013974430507630886,0.0018258314292523745,0.0018278653300835288,0.0018036053187170833,0.0018050016668858175,0.0018189266195900399,0.0018204815058381883
21,9.44999263880037E-4,9.444345863892323E-4,9.37525773654113E-4,9.362515202046213E-4,9.428117491785818E-4,9.429514730695509E-4,0.0010422397809338301,0.0010415578072992197,0.0010302056596019366,0.0010307169237705825,0.0010417533446193318,0.0010411409166586488,0.0014029223654714118,0.0014017039861855625,0.0013936961720266428,0.0014006685653244894,0.0013936961720266428,0.0014006685653244894,0.0018266786981754547,0.0018261456971239366,0.001802232670079211,0.0018017523993651254,0.0018229655395507025,0.0018216302717591862
22,9.44268835148619E-4,9.445058174236574E-4,9.364371294429461E-4,9.353445941910753E-4,9.421151024486011E-4,9.427435132709785E-4,0.001041830676078066,0.001042564891532774,0.0010310226696444472,0.0010305142170231032,0.0010417249575387713,0.0010412447079906528,0.0014043017633901104,0.0014039569663635068,0.0013993578710776809,0.0013991407022699877,0.0013993578710776809,0.0013991407022699877,0.0018265362980562766,0.0018271780974302052,0.0017994305434270582,0.001800275087692415,0.0018205476556080653,0.0018148511638352773
23,9.442835932928152E-4,9.449955855045666E-4,9.354681717755079E-4,9.361200322885998E-4,9.434115472968379E-4,9.434140809733255E-4,0.0010417150430832244,0.0010416138761339452,0.0010302371907960504,0.0010307230593804607,0.001040698634562067,0.0010414209743737927,0.0014029114053752433,0.001402688648656067,0.0013986624455194058,0.0013978005088480187,0.0013986624455194058,0.0013978005088480187,0.0018242070977199784,0.0018266204435784493,0.0018061426970963947,0.0018024812736038467,0.0018169292857869478,0.0018189391757654507
24,9.446429894990963E-4,9.445045965756923E-4,9.346582985427297E-4,9.360997298297206E-4,9.432235351704273E-4,9.42613681522966E-4,0.0010417754439384936,0.0010409419632414025,0.0010308596584589391,0.0010304193400879915,0.001041874518800531,0.0010407826367926651,0.001403430427304661,0.0014021959344668634,0.0013969534048088182,0.0013976266678806712,0.0013969534048088182,0.0013976266678806712,0.0018247426991364409,0.0018255910181811347,0.0018057781693449427,0.0018047964704682902,0.0018225233862526552,0.0018208391532662294
25,9.438122834946385E-4,9.443641332588212E-4,9.363271711469601E-4,9.36129637339774E-4,9.424453574577761E-4,9.435915033356729E-4,0.0010414786129917253,0.0010420252196485507,0.0010311828386852019,0.0010303774916732452,0.0010413613161593515,0.0010414089190727983,0.0014038861889072846,0.0014014654127770434,0.0013968577343689878,0.0013943468128853722,0.0013968577343689878,0.0013943468128853722,0.001826906885084966,0.0018256837129293929,0.0018048601710065225,0.0018070364929215312,0.001820596261826052,0.001815540689421509
26,9.44936394554437E-4,9.444408099069448E-4,9.351866070520898E-4,9.36875035461007E-4,9.429923276362621E-4,9.425345767525367E-4,0.0010415799395793062,0.0010424954269594802,0.0010308354397620305,0.0010312713302013136,0.0010418371515709536,0.0010412270564488955,0.0014036435609378576,0.0014025054355735903,0.001398299392676018,0.0014005993972729391,0.001398299392676018,0.0014005993972729391,0.001828268933010245,0.0018268190165193357,0.0018013888552459714,0.0018031257529333912,0.0018131736294119808,0.0018210444459979551
27,9.45030376966033E-4,9.443607219431483E-4,9.362495626896312E-4,9.365098111599297E-4,9.421102331444267E-4,9.426051645136462E-4,0.001041782808197026,0.0010413362541053925,0.0010308032529820267,0.0010302166515193498,0.0010415936975524003,0.0010418893138627768,0.0014016864687535202,0.0014030226989855668,0.0013961040134386714,0.0013971095730939435,0.0013961040134386714,0.0013971095730939435,0.001826432116984278,0.0018251591571303528,0.001805651384198777,0.0018024995803050583,0.0018208028837228413,0.001823535934503275
28,9.447378188406778E-4,9.447227507745292E-4,9.344930803354016E-4,9.36077945317025E-4,9.429591424638443E-4,9.426552761067267E-4,0.001042107331251953,0.0010417315542969284,0.001029852509614659,0.0010299909110279368,0.001042679399742466,0.001041617012880145,0.0014013973749973105,0.001403048057492137,0.001397330281080965,0.0014014379520796145,0.001397330281080965,0.0014014379520796145,0.0018272805724946191,0.0018267787282984776,0.0017984361762042615,0.0018049766241733764,0.0018179993214480562,0.0018210973614604187
29,9.43172851360984E-4,9.433217375479552E-4,9.344846948261055E-4,9.359218632059821E-4,9.427249986306439E-4,9.425888120792631E-4,0.001042071026083437,0.0010423674817700659,0.0010305480479317001,0.0010313442391512908,0.001041799409389469,0.0010422369157637446,0.001403630609809275,0.0014006998655225218,0.0013984446783729724,0.0013978001587829567,0.0013984446783729724,0.0013978001587829567,0.0018272181468134102,0.0018254895983421762,0.0018016327006240103,0.001804675773784172,0.0018194298357872675,0.0018201407156020577
30,9.447060551131765E-4,9.442414545604318E-4,9.37075709011263E-4,9.364703217199031E-4,9.424064662040916E-4,9.419208181643397E-4,0.0010412013036606694,0.0010418908941549196,0.0010313908401881108,0.001031068190668118,0.0010433016725120126,0.0010411928048728795,0.0014041541389576344,0.0014032135674965378,0.0013985106195352887,0.0013989376428128408,0.0013985106195352887,0.0013989376428128408,0.001825529542796747,0.0018267626274309778,0.0018036615764150626,0.0018074233599729994,0.0018191305483190494,0.0018173861853005703
